DocumentId,Title,BodyText,ProposerCharacterId,DocumentType,FactionLogoName,DisasterId,DisasterStageId,TaskId,TaskStageId,IsRepeatable,Remark,OptionA_Text,OptionB_Text,OptionA_MoneyChange,OptionB_MoneyChange,OptionA_MaterialChange,OptionB_MaterialChange,OptionA_FoodChange,OptionB_FoodChange,OptionA_NobleSuspicionChange,OptionB_NobleSuspicionChange,OptionA_AcademySuspicionChange,OptionB_AcademySuspicionChange,OptionA_ChurchSuspicionChange,OptionB_ChurchSuspicionChange,OptionA_CivilianSuspicionChange,OptionB_CivilianSuspicionChange,OptionA_TaskScoreChange,OptionB_TaskScoreChange,OptionA_RequiredItemId,OptionB_RequiredItemId,OptionA_RequiredItemCount,OptionB_RequiredItemCount,OptionA_ConsumeItem,OptionB_ConsumeItem,OptionA_AddItemId,OptionB_AddItemId,OptionA_AddItemCount,OptionB_AddItemCount,OptionA_NextDocumentId,OptionB_NextDocumentId,OptionA_NextDocumentDelayRound,OptionB_NextDocumentDelayRound,OptionA_UnlockBuildingId,OptionB_UnlockBuildingId,OptionA_ResultText,OptionB_ResultText,OptionA_ProposerFeedbackText,OptionB_ProposerFeedbackText,OptionA_FeedbackFactionId,OptionB_FeedbackFactionId,OptionA_FactionFeedbackText,OptionB_FactionFeedbackText
D0098,器官买卖,最近发生了一个骇人听闻的事情，一个善良但年迈的贵族绅士，只是想要买一个泥腿子的器官来拥有更多的时间做好事，就被捕入狱了，请您更改法律允许这类时间买卖吧。,C0025,Task,贵族,DI0001,,,,,,允许买卖,给我滚！,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,,,0,0,,,,,这是合理且潜力庞大的市场，这是您的份额。,真是可惜，我们可是给钱的……,F0001,F0001,我们在你们眼里到底是什么！,死人可拿不到你们的钱。
D0099,施压,其他城市都在抬高关税，商队都快被挤兑得破产了。您应该利用自己的威严向其他城市施压，这样肯定能降低货物价格。,C0005,Task,工会,DI0001,,,,,,答应,别扯上我,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,,,0,0,,,,,果然，您一开口，效果真是立竿见影啊！,哎哟，这么下去非破产不可！,F0004,F0004,喂，那个城市可是我的领地，你想干什么。,这可不像是健康的商贸关系。
D0100,新建公路,一条新的公路能够加强物流，刺激对外贸易，同时也方便管理，但需要一点启动的材料，也许您应该考虑一下。,C0010,Task,学院,DI0001,,,,,,同意,拒绝,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,,,0,0,,,,,这将会有利于进口各种稀缺资源。,现在没有这打算？以后我会再来的。,F0002,F0002,新的公路预计将能带来大量的进出口额增长。,目前出城的渠道短期没有改善的趋势。
D0101,绿化改造,看看这漫天黄沙，哦，偶尔一出门还会有沙子从城外吹过来，最好提起一些环保理念，至少要让上城区里绿起来。,C0026,Task,贵族,DI0001,,,,,,准许推广,别乱来啊,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,,,0,0,,,,,现在上城区的绿化量才对嘛。,好吧，您就去忙那些您觉得更重要的事吧。,F0004,F0004,不说防风沙，光好看就够了。,多好的提案，怎么会被否掉呢？
D0102,廉价酒水,我觉得应该试着打破教会对酒水的垄断和控量了，我们在试图推广一种新式的蒸馏酒，更加便宜且易于销售——原浆兑水然后直接送到酒吧就好，调味就让酒保来。,C0001,Task,黑帮,DI0001,,,,,,同意,拒绝,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,D0103,,0,0,,,,,我就知道您会同意的，这是您的份。,这真的会大赚一笔的！,F0003,F0003,但愿下城区莫要溺死于廉价的酒水之中。,我们约束的不只是酒精，还有欲望。
D0103,禁酒令,新款的酒精饮品廉价而畅销，但问题是他们太畅销了！这类酒太容易上头而且无法管控，甚至已经有用工业酒精替代的了，我们必须加以管控，哪怕这会导致涨价。,C0005,Task,工会,DI0001,,,,,,同意,拒绝,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,,,0,0,,,,,没有醉汉的世界是个更美好的世界。,会有越来越多的事故的……,F0001,F0001,怎么酒变贵了，我们喝什么？,嗝，酒保，再……再来一杯！
D0104,神龛,我们计划在下城区中出售更多神龛，方便我们的信徒在家中祷告。,C0017,Task,教会,DI0001,,,,,,同意,拒绝,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,,,0,0,,,,,有朝一日，神洒下的希望也会落入最深的小巷。,哦，这真是可惜，不过我们的礼拜堂仍然开放。,F0003,F0003,立刻联系工坊加大制造量。,通知工坊停工，计划取消。
D0105,炼金气体,我们研究新式空艇需要一种炼金气体，但这种气体的提取过程需要神术支持，能否让教会把这项神术技术开源，我们的研究就不需要收到教会掣肘了。,C0010,Task,学院,DI0001,,,,,,同意,拒绝,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,,,0,0,,,,,天空将是未来，这是王国的一大步。,我们甚至得聘请祭司过来？,F0003,F0003,在掠夺他人的技术的时候就不讨论专利了？,如果你想要某项技术，也许可以考虑购买专利，而不是抢劫。
D0106,复购率,事实证明我们生产的商品太耐用了，复购率严重不足，如果要赚钱就需要更改一下产线结构了，让东西更容易用坏一点。,C0012,Task,工坊,DI0001,,,,,,同意,拒绝,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,,,0,0,,,,,这会带来更多的营收。,或许您还不知道学院需要赚钱才能维持运营？,F0001,F0001,这是这个月坏掉的第二个了......,买一个能用几年才是好东西！
D0107,异端讨伐,附近一个野兽人村落投信了异教，并且计划对王都外围进行袭扰掠夺，请允许我在他们动手之前先行进行对异端的讨伐。,C0020,Task,教会,DI0001,,,,,,同意,拒绝,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,,,0,0,,,,,愿神的光辉沐浴在这片土地。,这是在放纵异端。,F0003,F0003,护教军集结完毕，向着城外出发。,护教军将仅负责守护教区附近区域。
D0108,爆炸风险,我看见了……一个工坊将会出现爆炸，但我没看清是哪个。为了安全起见，虽然推荐最好把城内每一个工坊都排查一遍，但学院那把反应挺强烈的。,C0014,Task,学院,DI0001,,,,,,派人排查,让他们自己来,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,,,0,0,,,,,这样子也好，至少可以安心点。,也对，让学院自己去解决吧。,F0002,F0002,这是对学院的不信赖，我们可以自己处理。,你总不能什么都查吧，万一查出来点什么呢。
D0109,贩奴,失业者的问题越来越严重了不是么，我有个法子，将他们运到其他地方做劳力如何？我们只需要按人头收取一点中介费……当然，利润不会少了您的那份的。,C0025,Task,贵族,DI0001,,,,,,好计划,这叫贩奴！,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,,,0,0,,,,,我就知道您能看出这是个一本万利的买卖。,呃，好吧，既然您不同意的话。,F0001,F0001,去其他地方工作的机会吗？听上去好不靠谱。,还是在本地找工作比较好。
D0110,知识,那些教学学校都在教什么破玩意，泥腿子的孩子居然在学文化和数学，他们只需要学会怎么操作机器就好了，这些科目纯粹是在浪费我们纳税人的钱。,C0026,Task,贵族,DI0001,,,,,,改变课程,维持现状,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,,,0,0,,,,,踏实干活可比那些没用的知识能赚钱。,得了，爱怎么样怎么样吧。,F0003,F0003,这是在扼杀孩子们的未来。,知识乃是神恩，无人可以掠夺。
document_flood_boats,民船登记簿,船夫请求登记私人小船，用于紧急渡人；贵族船主担心这会暴露自家船只。,C0006,Disaster,工会,disaster_flood_01,stage_warning,,,0,中文灾难公文测试,登记民船,维持私用,0,0,0,0,0,0,-1,1,0,0,0,0,-1,1,0,0,,,0,0,0,0,,,0,0,,,0,0,,,私人小船被标记为紧急渡口船。,船主们继续私下安排路线。,信使抄下船名和停靠点。,信使没有拿到登记簿。,civilian,noble,居民知道哪些船能安全渡人，质疑略降。,贵族船主不满议厅插手船只。
document_flood_levee,北堤加固令,工程队报告北堤有一段土层松动，请求趁雨势尚轻调拨建材加固。,C0028,Disaster,工会,disaster_flood_01,stage_warning,,,0,中文灾难公文测试,调建材加固,延后复查,0,0,-1,0,0,0,0,0,-1,1,0,0,-1,1,0,0,,,0,0,0,0,,,0,0,,,0,0,,,建材被送往北堤，薄弱处先被压住。,北堤继续等待复查。,管事记录了北堤调拨令。,管事把北堤便条留在待办堆里。,civilian,academy,堤边工人看见议厅提前行动。,学院批评议厅轻视工程警告。
document_flood_shelter,庙厅避雨申请,庙祝请求打开一间偏厅收容被雨困住的人，但这会消耗一批食物和毯子。,C0006,Disaster,工会,disaster_flood_01,stage_warning,,,0,中文灾难公文测试,开放偏厅,保持关闭,0,0,0,0,-1,0,0,0,0,0,-1,1,-1,2,0,0,,,0,0,0,0,,,0,0,,,0,0,,,偏厅在傍晚前打开，湿透的人群有了落脚处。,偏厅继续关闭，人群挤在檐下。,信使带走了开厅许可。,信使没有拿到印章，只能回去复命。,civilian,church,居民在雨夜找到干燥地面，质疑略降。,教会反对议厅让庙厅继续关门。
document_flood_watch,河闸夜巡报告,守闸人报告低河闸夜间涨水，需要一支小队通宵看守，否则清晨可能来不及关闸。,C0006,Disaster,工会,disaster_flood_01,stage_warning,,,0,中文灾难公文测试,雇夜巡队,交给志愿者,-1,0,0,0,0,0,0,0,0,0,0,1,-1,1,0,0,,,0,0,0,0,,,0,0,,,0,0,,,夜巡队守到天亮，河闸没有失控。,志愿者半夜散去，闸口只剩两盏灯。,信使把夜巡名单钉在木板上。,信使记下没有雇队的决定。,civilian,church,闸口附近的居民终于睡得安稳些。,教会质疑议厅把危险交给临时人手。
document_market_notice,赈济仓修建令,库房管事呈上临时赈济仓图纸，请求立刻拨出许可，在王宫门前搭起可反复发粮的赈济仓。,C0028,Global,工会,,,,,0,阶段15建筑解锁测试公文,批准修建赈济仓,暂缓修建,0,0,0,0,0,0,1,0,0,1,0,0,-2,2,0,0,,,0,0,0,0,,,0,0,,,0,0,building_relief_depot,,赈济仓开始搭建，城区中对应建筑应从隐藏变为显示。,赈济仓图纸被退回，城区中对应建筑保持隐藏。,管事领到印信，立刻派人搬运木料。,管事收起图纸，等待下一次批准。,civilian,civilian,居民听说赈济仓开工，质疑略降。,居民认为议厅又推迟了赈济安排。
document_market_roster,粥棚轮值表,小吏询问是否公布粥棚轮值表，让各街区知道今日由谁负责发粥。,C0028,Global,工会,,,,,0,中文全局公文测试,公布轮值,内部留存,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,,,0,0,0,0,,,0,0,,,0,0,,,轮值表贴在米价告示旁边。,轮值表仍锁在议厅抽屉里。,管事签下轮值表副本。,管事把轮值表归档。,civilian,civilian,居民知道该找谁领粥，质疑略降。,居民抱怨粥棚职责不透明。
document_relief_followup,赈济回执,上一批仓储拨付的回执隔了一夜才送到，信使请求补登账册，避免明日清点出错。,C0006,FollowUp,工会,disaster_flood_01,,task_demo_relief_01,task_stage_relief_prepare,0,中文后续公文测试,补登回执,搁置回执,0,0,0,0,1,0,0,0,0,0,0,0,-1,1,0,0,,,0,0,0,0,,,0,0,,,0,0,,,回执被补入账册，粮数终于对上。,回执被压在案角，无人细看。,信使把回执夹进账册，等候下一道命令。,信使把回执留在案上，神情尴尬。,civilian,civilian,居民看到账目变得清楚，质疑略降。,居民怀疑议厅在故意拖延账目。
document_relief_guard,赈济车护卫调令,库房管事询问是否调派守卫护送赈济车穿过市场路，那里已经有人争抢湿粮。,C0028,Task,贵族,disaster_flood_01,,task_demo_relief_01,task_stage_relief_deliver,0,中文公文流程测试,派出护卫,守卫留堂,-2,0,0,0,0,0,-1,2,0,0,-1,1,0,2,1,-1,,,0,0,0,0,,,0,0,,,0,0,,,赈济车在护卫陪同下平安通过市场。,车队独自上路，几袋粮在市场口失踪。,管事记下护卫调令，松了一口气。,管事担心车队暴露在混乱街口。,noble,civilian,贵族巡逻队认可这次可见的秩序。,居民责怪议厅让赈济车孤身上路。
document_relief_prepare,赈济仓拨付令,库房管事呈上一卷湿边账册，请求立刻拨出银钱与建材，先把第一批赈济车送到低洼街区。,C0028,Task,工会,disaster_flood_01,,task_demo_relief_01,task_stage_relief_prepare,0,中文公文流程测试,准拨仓储,暂缓复核,-5,0,0,0,0,0,1,0,0,1,0,0,-2,3,1,-1,,,0,0,0,0,I0001,,1,0,document_relief_followup,,1,0,building_relief_depot,,第一批赈济车带着封印离开库房。,这份请求被退回，等待下一次复核。,管事低头领命，立刻派人去低洼街区。,管事收起印章，担心车队误时。,civilian,civilian,低洼街的居民听说粮车已经出发，质疑略降。,居民听说仓门未开，议论声更大。
document_relief_route,积水街道通行图,信使送来一张临时路线图，图上标出几处还能通行的石桥，请求在车队出发前盖印。,C0006,Task,工会,disaster_flood_01,,task_demo_relief_01,task_stage_relief_deliver,0,中文公文流程测试,按图放行,先派斥候,0,0,0,0,0,-2,0,1,-1,0,0,0,-1,1,1,0,I0001,,1,0,0,0,,item_food,0,1,,,0,0,,,车队按排水图绕开了最深的积水。,车队等待斥候，粮包被雨水浸坏一批。,信使接过路线批文，转身冲进雨里。,信使匆匆离开，脸色并不好看。,civilian,academy,居民看到车队赶在天黑前抵达。,学院记录了谨慎但昂贵的测绘过程。
document_tutorial_relic_administration,是否准许启用遗物进行政务辅助处理,王室书记官呈上一份临时授权，请求准许刚苏醒的遗物协助处理政务，并以王室印章确认流程有效。,C0028,Task,工会,DI0001,DS_TUTORIAL,,,0,开场S0002公文教学专用,准许启用,暂缓启用,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,,,0,0,,,印章落下，政务辅助处理流程被正式启用。,授权被暂缓，近侍只好重新解释为何这不是一个好主意。,书记官收起批文，确认流程已经生效。,授权被暂缓，近侍只好重新解释为何这不是一个好主意。,civilian,civilian,众人开始承认这件遗物能处理最基础的政务。,旁观者对新王室流程仍然半信半疑。
